Title,Category,Type,Release Year,Added Year,Duration (Minutes/Episodes),IMDB Rating,Director,Country,Platform
Money Heist 4,Fantasy,TV Show,1997,2021,80,8.9,Denis Villeneuve,Spain,HBO Max
Narcos 2,Sci-Fi,Movie,1981,2023,137,4.9,Martin Scorsese,India,Apple TV+
The Mandalorian 5,Drama,TV Show,1984,2021,10,9.2,Steven Spielberg,Australia,HBO Max
Chernobyl 7,Action,TV Show,1973,2013,90,9.4,David Fincher,UK,Netflix
Titanic 3,Fantasy,Movie,2003,2003,112,7.9,Christopher Nolan,UK,Disney+
Narcos 7,Romance,TV Show,1987,2002,70,6.1,Francis Ford Coppola,Japan,Hulu
The Crown 7,Horror,Movie,2013,2020,144,7.3,James Cameron,Japan,Apple TV+
The Boys 4,Action,Movie,1985,2002,137,9.2,David Fincher,Spain,Amazon Prime
Titanic 3,Comedy,TV Show,2014,2016,30,7.9,Francis Ford Coppola,India,Apple TV+
Money Heist 2,Sci-Fi,Movie,1978,2000,74,5.7,Denis Villeneuve,France,Apple TV+
Inception 6,Romance,Movie,1999,2022,113,8.3,Christopher Nolan,Germany,Hulu
Pulp Fiction 3,Action,Movie,1993,1993,71,9.4,Francis Ford Coppola,UK,HBO Max
Money Heist 5,Drama,Movie,2023,2025,132,9.1,Francis Ford Coppola,South Korea,Netflix
Breaking Bad 9,Action,Movie,1996,2020,149,4.6,Denis Villeneuve,South Korea,Hulu
Breaking Bad 1,Action,TV Show,1980,1986,50,7.5,Quentin Tarantino,Spain,Netflix
Game of Thrones 1,Crime,Movie,1981,1997,123,7,Francis Ford Coppola,South Korea,Apple TV+
Squid Game 4,Romance,Movie,1973,1978,156,7.7,James Cameron,France,HBO Max
The Witcher 9,Comedy,TV Show,1973,2004,100,9.4,Steven Spielberg,Canada,Apple TV+
Squid Game 1,Mystery,TV Show,2024,2025,60,7.9,Steven Spielberg,South Korea,Apple TV+
The Boys 10,Comedy,TV Show,2004,2005,70,7.2,Christopher Nolan,Japan,Disney+
The Crown 5,Crime,TV Show,1986,2009,40,6.8,Francis Ford Coppola,Australia,Amazon Prime
Fight Club 6,Mystery,Movie,1979,1986,154,6.7,Quentin Tarantino,USA,HBO Max
Friends 7,Comedy,TV Show,1979,1995,60,7.7,Steven Spielberg,Canada,Amazon Prime
The Boys 10,Fantasy,Movie,1974,1986,138,4.1,Christopher Nolan,India,Netflix
The Godfather 2,Thriller,Movie,2017,2018,80,5,Francis Ford Coppola,Germany,Amazon Prime
Stranger Things 2,Mystery,Movie,1981,2004,71,9,Steven Spielberg,Canada,Apple TV+
Squid Game 10,Action,TV Show,2024,2024,60,5.8,Steven Spielberg,Japan,HBO Max
The Godfather 8,Mystery,TV Show,2008,2015,90,8.3,Ridley Scott,Japan,Netflix
Gladiator 9,Romance,Movie,1996,2010,108,8.2,David Fincher,Germany,Apple TV+
Titanic 10,Comedy,Movie,2014,2015,142,7.8,Francis Ford Coppola,Germany,Amazon Prime
Sherlock 7,Romance,Movie,2002,2004,65,6.1,Martin Scorsese,Australia,Disney+
The Boys 8,Romance,TV Show,1996,2001,20,4,Denis Villeneuve,South Korea,Netflix
Friends 2,Sci-Fi,TV Show,2014,2021,60,9.1,Ridley Scott,Australia,Apple TV+
Interstellar 2,Action,TV Show,1977,1997,100,5.4,David Fincher,Australia,HBO Max
The Crown 10,Romance,Movie,2005,2013,129,5.6,Denis Villeneuve,Germany,Netflix
House of Cards 6,Drama,TV Show,1985,1989,100,6.1,Steven Spielberg,Australia,Netflix
Pulp Fiction 10,Crime,Movie,2013,2014,101,9.3,Ridley Scott,Germany,Amazon Prime
The Crown 9,Fantasy,Movie,2011,2018,67,6.7,David Fincher,Spain,Apple TV+
Avengers: Endgame 8,Crime,TV Show,2003,2013,30,6.2,David Fincher,South Korea,Disney+
Breaking Bad 9,Fantasy,Movie,2001,2023,91,8.9,Denis Villeneuve,France,HBO Max
The Mandalorian 9,Action,TV Show,2017,2021,50,6.7,Martin Scorsese,Australia,Hulu
The Boys 10,Action,Movie,2003,2012,141,7.3,Francis Ford Coppola,Germany,Netflix
Game of Thrones 4,Thriller,Movie,1988,1992,140,6.1,James Cameron,USA,Amazon Prime
The Witcher 4,Sci-Fi,TV Show,1999,2002,100,4.1,Christopher Nolan,USA,Apple TV+
Black Mirror 3,Drama,TV Show,1985,2019,60,9,Steven Spielberg,India,Disney+
Titanic 8,Drama,Movie,1983,2019,141,5.8,Martin Scorsese,UK,Apple TV+
Breaking Bad 10,Drama,Movie,1988,2009,161,6.3,Francis Ford Coppola,Australia,Netflix
Interstellar 8,Drama,Movie,1996,2023,74,8.2,James Cameron,USA,Netflix
Sherlock 2,Romance,TV Show,1989,1992,60,4.3,Martin Scorsese,Germany,Apple TV+
Interstellar 10,Romance,TV Show,2014,2025,70,9.3,Christopher Nolan,India,Hulu
Inception 9,Crime,Movie,1971,2025,72,4.6,David Fincher,Spain,HBO Max
Chernobyl 1,Romance,Movie,2004,2010,111,5.8,J.J. Abrams,France,HBO Max
Interstellar 10,Fantasy,Movie,2018,2025,121,8.4,Denis Villeneuve,Canada,Disney+
Stranger Things 2,Drama,Movie,2015,2024,166,8.4,Steven Spielberg,Germany,HBO Max
Stranger Things 4,Crime,Movie,1995,2015,67,8.2,Steven Spielberg,USA,Hulu
Friends 8,Comedy,Movie,1975,1987,97,9.5,David Fincher,France,Disney+
The Godfather 3,Romance,TV Show,1997,2017,40,8.4,David Fincher,Australia,Amazon Prime
Avengers: Endgame 10,Sci-Fi,Movie,2006,2012,171,5.7,Quentin Tarantino,Japan,Disney+
The Witcher 4,Sci-Fi,TV Show,1982,2003,40,5.4,Steven Spielberg,France,Amazon Prime
Avengers: Endgame 6,Fantasy,TV Show,1981,1995,50,4.6,Martin Scorsese,Germany,Apple TV+
The Boys 2,Crime,Movie,2010,2015,162,6.9,James Cameron,UK,Disney+
Gladiator 1,Drama,Movie,2020,2021,152,6.6,Francis Ford Coppola,Germany,Apple TV+
The Boys 8,Mystery,Movie,2000,2002,131,9,Steven Spielberg,South Korea,Disney+
House of Cards 7,Fantasy,Movie,2024,2025,71,6.4,Francis Ford Coppola,USA,Apple TV+
Stranger Things 2,Drama,TV Show,1998,2001,40,7.7,Steven Spielberg,France,Amazon Prime
The Godfather 8,Comedy,TV Show,1979,1987,30,7.9,Ridley Scott,Spain,Disney+
The Witcher 9,Horror,TV Show,2020,2021,80,6.9,Quentin Tarantino,Spain,Amazon Prime
Friends 4,Mystery,TV Show,2007,2019,60,5.9,Denis Villeneuve,France,HBO Max
Gladiator 3,Drama,TV Show,1985,2013,10,7.6,Steven Spielberg,India,Disney+
Money Heist 8,Romance,TV Show,2011,2019,20,7.9,Ridley Scott,Japan,Netflix
The Crown 5,Crime,TV Show,2016,2021,40,7.2,Francis Ford Coppola,Japan,Amazon Prime
Black Mirror 5,Action,TV Show,2011,2024,30,7.4,Francis Ford Coppola,Japan,HBO Max
Chernobyl 9,Comedy,TV Show,1977,2004,30,5.3,James Cameron,India,HBO Max
Game of Thrones 7,Romance,TV Show,1989,2009,60,7,Ridley Scott,UK,Apple TV+
Avengers: Endgame 8,Thriller,Movie,2011,2020,96,9.5,Francis Ford Coppola,Spain,Amazon Prime
The Boys 4,Romance,Movie,2017,2018,66,4.5,David Fincher,Australia,Hulu
Gladiator 7,Horror,Movie,2011,2022,161,5,Ridley Scott,Canada,HBO Max
The Boys 2,Sci-Fi,Movie,2024,2024,141,4.4,James Cameron,Japan,Netflix
Westworld 9,Romance,TV Show,1992,1992,40,4.4,James Cameron,Japan,Disney+
Avengers: Endgame 10,Romance,Movie,2016,2019,97,4.3,Denis Villeneuve,Australia,Netflix
Fight Club 2,Drama,TV Show,2016,2025,80,6.3,James Cameron,UK,Netflix
The Boys 3,Comedy,TV Show,2013,2015,100,8,David Fincher,Germany,Netflix
Breaking Bad 1,Comedy,Movie,1975,1975,136,6,David Fincher,Japan,Amazon Prime
Titanic 6,Sci-Fi,Movie,1980,2011,74,4.3,Christopher Nolan,Australia,Hulu
Breaking Bad 7,Drama,Movie,2004,2011,61,6.3,Denis Villeneuve,Japan,Amazon Prime
Avengers: Endgame 8,Crime,TV Show,1977,2007,40,6.2,Steven Spielberg,UK,Apple TV+
Game of Thrones 3,Sci-Fi,TV Show,1986,2020,50,4.7,Francis Ford Coppola,Spain,Apple TV+
Squid Game 1,Crime,TV Show,1998,2005,40,8,David Fincher,Australia,Amazon Prime
The Witcher 9,Sci-Fi,Movie,2005,2013,170,7.5,David Fincher,South Korea,Apple TV+
Friends 5,Crime,TV Show,1971,2012,50,8.6,Christopher Nolan,USA,Netflix
Chernobyl 9,Fantasy,TV Show,1973,2007,70,7.3,Francis Ford Coppola,UK,Hulu
The Office 9,Crime,Movie,1984,2016,171,5.2,Francis Ford Coppola,Japan,Amazon Prime
Chernobyl 9,Thriller,Movie,1987,1992,135,6.5,Denis Villeneuve,Germany,Disney+
Narcos 9,Mystery,TV Show,2010,2025,20,7.6,Steven Spielberg,Japan,Netflix
The Witcher 4,Thriller,TV Show,1998,2014,90,8.8,Quentin Tarantino,Japan,Hulu
Avengers: Endgame 2,Action,Movie,1991,2021,130,7.8,David Fincher,USA,Amazon Prime
The Boys 9,Action,Movie,1995,2000,161,7.4,Denis Villeneuve,Germany,Disney+
Gladiator 3,Crime,Movie,2001,2006,122,4.2,Quentin Tarantino,Canada,HBO Max
Game of Thrones 7,Horror,TV Show,2022,2023,90,7,J.J. Abrams,USA,Disney+
Breaking Bad 10,Action,TV Show,2016,2019,40,9.3,James Cameron,Canada,Disney+
Interstellar 10,Horror,TV Show,2011,2018,20,6,Steven Spielberg,France,Disney+
House of Cards 5,Thriller,TV Show,1983,1985,10,9.3,Christopher Nolan,South Korea,Disney+
Stranger Things 6,Horror,Movie,1973,2007,72,5,David Fincher,Australia,Amazon Prime
Game of Thrones 9,Drama,Movie,1974,2001,174,4.6,Christopher Nolan,France,Hulu
Narcos 1,Action,Movie,2007,2009,148,8.4,Christopher Nolan,Australia,Amazon Prime
Gladiator 9,Crime,TV Show,2021,2022,80,5.9,Martin Scorsese,Germany,Apple TV+
Chernobyl 1,Drama,TV Show,1981,2022,80,6.8,James Cameron,USA,Apple TV+
The Dark Knight 3,Sci-Fi,Movie,1977,1991,74,7.3,Steven Spielberg,Canada,Amazon Prime
Narcos 7,Comedy,Movie,2011,2016,92,9.3,Christopher Nolan,Spain,Apple TV+
Money Heist 2,Mystery,TV Show,2008,2017,40,4.5,Francis Ford Coppola,South Korea,Hulu
Money Heist 7,Mystery,TV Show,2014,2021,100,5.9,Steven Spielberg,Australia,Hulu
Squid Game 4,Mystery,TV Show,2000,2002,90,6.7,Steven Spielberg,Japan,Hulu
Squid Game 9,Romance,TV Show,2005,2024,60,5.6,Francis Ford Coppola,India,Amazon Prime
Chernobyl 5,Fantasy,TV Show,2005,2021,40,8.6,David Fincher,USA,Disney+
The Godfather 1,Mystery,Movie,1992,2021,164,4.3,Martin Scorsese,UK,HBO Max
The Office 7,Crime,TV Show,2024,2024,10,7.1,Quentin Tarantino,India,Hulu
The Office 6,Horror,TV Show,2007,2015,40,5.1,Francis Ford Coppola,Canada,Hulu
Titanic 1,Sci-Fi,TV Show,1972,1995,90,4.1,James Cameron,France,Disney+
The Crown 9,Thriller,Movie,2019,2021,70,9.1,David Fincher,Germany,HBO Max
Interstellar 1,Drama,Movie,2009,2016,139,4.7,J.J. Abrams,South Korea,Hulu
The Crown 1,Drama,TV Show,1988,2025,30,5.7,Francis Ford Coppola,Canada,HBO Max
Squid Game 6,Crime,TV Show,1982,2005,50,4.5,Christopher Nolan,Australia,HBO Max
The Godfather 8,Thriller,TV Show,1984,2002,90,5.3,Quentin Tarantino,Australia,Amazon Prime
Gladiator 5,Mystery,Movie,2015,2021,71,4.4,Quentin Tarantino,Canada,Apple TV+
Avengers: Endgame 4,Drama,Movie,2014,2014,62,8.2,David Fincher,South Korea,Disney+
Money Heist 5,Thriller,Movie,1984,2004,171,5.2,Francis Ford Coppola,Germany,Disney+
Interstellar 5,Thriller,TV Show,1971,1986,40,7.9,J.J. Abrams,France,Amazon Prime
Breaking Bad 7,Horror,Movie,1973,1976,163,5.5,David Fincher,Canada,Disney+
The Mandalorian 2,Action,Movie,1997,2025,94,8.9,J.J. Abrams,USA,Hulu
Game of Thrones 6,Crime,TV Show,1991,1993,80,5.3,Christopher Nolan,Canada,Amazon Prime
Fight Club 6,Crime,TV Show,2008,2018,40,6,David Fincher,Canada,Amazon Prime
Titanic 10,Mystery,Movie,2011,2020,152,5.8,Quentin Tarantino,Germany,Apple TV+
Chernobyl 8,Action,Movie,1998,2004,139,6.8,James Cameron,USA,Netflix
Breaking Bad 2,Romance,Movie,1980,1996,83,7.8,Steven Spielberg,Japan,Amazon Prime
Interstellar 1,Mystery,TV Show,1997,2006,20,8.5,Denis Villeneuve,Australia,Netflix
Interstellar 1,Sci-Fi,Movie,1990,1993,60,4.2,Steven Spielberg,Germany,Amazon Prime
House of Cards 3,Mystery,TV Show,1997,2000,30,9.5,Ridley Scott,Germany,Apple TV+
Sherlock 2,Sci-Fi,Movie,1978,1983,77,6.6,Christopher Nolan,South Korea,Apple TV+
Gladiator 8,Romance,Movie,2020,2024,96,4.9,Christopher Nolan,UK,Apple TV+
Chernobyl 2,Sci-Fi,TV Show,2005,2013,30,6.5,Steven Spielberg,Australia,Netflix
The Boys 5,Drama,TV Show,1985,2010,40,4.3,David Fincher,Australia,HBO Max
Pulp Fiction 10,Comedy,Movie,2002,2019,158,8.4,Steven Spielberg,India,Apple TV+
The Office 4,Comedy,TV Show,2002,2007,30,5.7,J.J. Abrams,UK,Apple TV+
Game of Thrones 10,Mystery,TV Show,2017,2022,30,9.3,Denis Villeneuve,UK,Apple TV+
The Boys 2,Comedy,TV Show,1994,2001,10,8.4,Christopher Nolan,Germany,Hulu
The Boys 8,Romance,TV Show,1971,1973,90,6.3,Denis Villeneuve,Canada,Disney+
Money Heist 4,Romance,Movie,1975,2025,97,8.3,James Cameron,Germany,Hulu
House of Cards 1,Sci-Fi,Movie,2015,2019,120,5.1,Quentin Tarantino,Australia,Apple TV+
Gladiator 10,Action,Movie,1990,2014,79,7.8,Ridley Scott,South Korea,Disney+
The Godfather 3,Fantasy,Movie,1976,2018,77,9,Christopher Nolan,Spain,Netflix
Gladiator 8,Sci-Fi,TV Show,1993,2023,10,8.2,Quentin Tarantino,Canada,Netflix
Breaking Bad 9,Fantasy,Movie,1993,2016,78,5.1,Denis Villeneuve,Australia,Netflix
The Office 6,Horror,Movie,1973,2003,70,8.6,Ridley Scott,Japan,Netflix
Westworld 5,Action,TV Show,2005,2009,100,8.8,Martin Scorsese,UK,Netflix
Sherlock 3,Action,Movie,2013,2015,174,7.3,Steven Spielberg,UK,Amazon Prime
Westworld 1,Romance,TV Show,1984,2013,50,4.4,Francis Ford Coppola,India,HBO Max
Money Heist 9,Romance,Movie,1984,2017,101,8.1,Francis Ford Coppola,Japan,Apple TV+
The Dark Knight 1,Comedy,TV Show,1986,1997,50,8.8,Denis Villeneuve,South Korea,Amazon Prime
Chernobyl 8,Romance,Movie,1979,1983,91,6,Ridley Scott,South Korea,Amazon Prime
The Godfather 4,Thriller,Movie,2012,2014,116,7.4,David Fincher,Australia,Apple TV+
Squid Game 10,Horror,TV Show,2023,2023,50,6.9,Christopher Nolan,South Korea,Amazon Prime
The Godfather 8,Drama,TV Show,1991,1998,40,4.6,Francis Ford Coppola,Spain,Disney+
The Boys 8,Sci-Fi,Movie,1979,2008,148,9.3,Christopher Nolan,India,Netflix
House of Cards 2,Action,Movie,1998,2017,122,8.6,Steven Spielberg,Japan,HBO Max
Friends 7,Comedy,TV Show,1972,2010,10,4.8,Denis Villeneuve,Australia,Hulu
Westworld 9,Mystery,Movie,1998,2016,166,4.1,Martin Scorsese,Canada,HBO Max
Westworld 5,Horror,Movie,2022,2025,144,5.6,Steven Spielberg,UK,Netflix
Pulp Fiction 1,Fantasy,TV Show,1986,2006,10,8.4,James Cameron,UK,HBO Max
The Mandalorian 8,Drama,TV Show,1970,2019,40,4.9,Steven Spielberg,India,Hulu
Inception 6,Thriller,TV Show,2024,2024,100,8.6,Francis Ford Coppola,Germany,Amazon Prime
Interstellar 5,Drama,TV Show,2008,2008,50,5.2,J.J. Abrams,Japan,HBO Max
House of Cards 3,Mystery,Movie,1975,1989,139,7.1,Francis Ford Coppola,India,Amazon Prime
House of Cards 8,Horror,TV Show,2003,2014,60,8,Christopher Nolan,Germany,Netflix
Game of Thrones 7,Horror,Movie,1973,1985,163,8.8,Christopher Nolan,Germany,Disney+
Breaking Bad 3,Crime,Movie,2010,2011,112,6.7,David Fincher,Australia,Netflix
Squid Game 8,Fantasy,Movie,1979,1985,121,9.1,Denis Villeneuve,UK,HBO Max
Interstellar 7,Crime,TV Show,2018,2018,30,4.3,Francis Ford Coppola,USA,HBO Max
Chernobyl 4,Crime,Movie,2009,2021,60,8.8,Ridley Scott,Japan,Apple TV+
Stranger Things 9,Romance,Movie,1993,2010,98,8,Steven Spielberg,Germany,Apple TV+
The Dark Knight 5,Fantasy,Movie,1983,1994,61,4.6,Steven Spielberg,Germany,HBO Max
Breaking Bad 2,Fantasy,TV Show,1988,2000,60,6.4,Francis Ford Coppola,UK,Netflix
The Boys 7,Comedy,Movie,1972,2002,152,4.6,James Cameron,USA,HBO Max
Black Mirror 10,Sci-Fi,Movie,1987,2022,74,4.6,Francis Ford Coppola,Canada,Apple TV+
Money Heist 5,Sci-Fi,Movie,1973,2014,138,9.4,James Cameron,Australia,Netflix
Narcos 1,Romance,TV Show,2013,2022,10,8.6,J.J. Abrams,Germany,Amazon Prime
Sherlock 7,Mystery,TV Show,2012,2018,60,7.9,Francis Ford Coppola,Australia,Apple TV+
Squid Game 10,Mystery,TV Show,1972,1984,20,9.4,James Cameron,USA,HBO Max
Chernobyl 7,Fantasy,Movie,2013,2015,141,8.1,Francis Ford Coppola,Japan,Netflix
Chernobyl 10,Action,Movie,2014,2021,77,7.1,James Cameron,Canada,Apple TV+
House of Cards 5,Mystery,TV Show,1996,1998,50,4.9,J.J. Abrams,Canada,Netflix
The Witcher 7,Sci-Fi,TV Show,1982,1988,70,4.8,Denis Villeneuve,France,Amazon Prime
Pulp Fiction 6,Sci-Fi,TV Show,2008,2014,40,8.2,J.J. Abrams,South Korea,Disney+
Westworld 2,Drama,Movie,2020,2022,141,6.2,J.J. Abrams,Germany,Hulu
Westworld 6,Romance,TV Show,2005,2012,40,5.3,Quentin Tarantino,Australia,Hulu
The Mandalorian 2,Action,TV Show,2018,2025,40,8.6,David Fincher,Canada,HBO Max
The Godfather 4,Action,TV Show,1996,2020,70,4.6,Quentin Tarantino,Australia,HBO Max
Pulp Fiction 4,Comedy,TV Show,1989,2013,50,6.3,Francis Ford Coppola,Canada,Netflix
Inception 7,Crime,Movie,2013,2017,102,5.6,Christopher Nolan,India,Disney+
Westworld 4,Romance,TV Show,1973,1979,30,8.8,J.J. Abrams,Australia,Disney+
The Godfather 10,Horror,TV Show,1997,2017,70,6,Francis Ford Coppola,South Korea,HBO Max
The Crown 5,Thriller,Movie,1988,2020,60,6.7,Denis Villeneuve,South Korea,Amazon Prime
Breaking Bad 6,Drama,TV Show,2019,2020,50,7.7,Francis Ford Coppola,USA,Hulu
Sherlock 1,Action,TV Show,2006,2011,90,6.6,David Fincher,Spain,Apple TV+
Game of Thrones 1,Sci-Fi,TV Show,2012,2014,80,7.7,Christopher Nolan,France,HBO Max
Chernobyl 2,Sci-Fi,Movie,1995,2006,154,6.7,Christopher Nolan,India,Amazon Prime
Fight Club 1,Action,TV Show,1990,2001,30,5.4,Steven Spielberg,India,Netflix
Game of Thrones 9,Mystery,TV Show,1998,2013,20,4.8,Steven Spielberg,Canada,Amazon Prime
The Witcher 1,Romance,TV Show,2017,2018,40,4.9,J.J. Abrams,USA,Hulu
Fight Club 7,Romance,Movie,2005,2013,65,6,David Fincher,Australia,Netflix
The Office 6,Horror,TV Show,1999,2015,10,8.9,Christopher Nolan,Canada,Netflix
Titanic 5,Horror,Movie,1975,1995,130,8.3,James Cameron,Australia,HBO Max
Narcos 10,Horror,Movie,2016,2025,148,7.8,Ridley Scott,USA,Amazon Prime
Interstellar 4,Sci-Fi,TV Show,2023,2024,30,7.3,James Cameron,South Korea,Disney+
The Crown 3,Crime,Movie,1988,1994,152,5.4,J.J. Abrams,South Korea,Apple TV+
Game of Thrones 3,Crime,Movie,2007,2014,80,7,Christopher Nolan,UK,Netflix
Breaking Bad 9,Drama,TV Show,1972,2008,30,5.1,James Cameron,USA,Amazon Prime
Westworld 3,Romance,Movie,2018,2023,110,8.1,Steven Spielberg,Germany,HBO Max
The Dark Knight 9,Drama,Movie,2001,2008,94,9.4,Francis Ford Coppola,Australia,Netflix
The Dark Knight 1,Fantasy,Movie,2005,2017,87,8,James Cameron,USA,Netflix
Interstellar 5,Comedy,Movie,1982,2016,96,6,Ridley Scott,Spain,Hulu
Interstellar 1,Mystery,TV Show,1999,2021,100,6.7,Francis Ford Coppola,South Korea,HBO Max
Friends 9,Fantasy,Movie,2005,2012,103,5.2,Francis Ford Coppola,France,Hulu
Sherlock 5,Action,TV Show,1996,2022,80,5.5,Steven Spielberg,USA,Disney+
Sherlock 6,Mystery,Movie,2004,2013,75,5.4,Ridley Scott,Germany,Hulu
Titanic 3,Crime,TV Show,2021,2025,80,7.7,J.J. Abrams,France,Amazon Prime
Money Heist 1,Thriller,Movie,2010,2018,107,8.1,Ridley Scott,India,Netflix
The Boys 5,Thriller,Movie,1978,1990,124,4,James Cameron,Australia,Netflix
Gladiator 5,Crime,Movie,1973,2000,125,7.7,James Cameron,Germany,Apple TV+
The Mandalorian 4,Romance,TV Show,1982,2025,20,4.7,Steven Spielberg,India,Disney+
Pulp Fiction 9,Fantasy,Movie,2016,2018,156,5.3,Ridley Scott,Germany,Netflix
Game of Thrones 9,Mystery,TV Show,1995,2007,40,6,Denis Villeneuve,USA,Netflix
Sherlock 3,Crime,Movie,2014,2023,65,9.4,David Fincher,UK,Apple TV+
Gladiator 6,Romance,TV Show,2006,2024,90,8.6,J.J. Abrams,Australia,Hulu
Gladiator 7,Sci-Fi,Movie,2023,2023,72,4.8,Denis Villeneuve,Spain,Amazon Prime
The Office 10,Horror,TV Show,1991,1994,50,8.8,Denis Villeneuve,South Korea,Hulu
Titanic 10,Thriller,Movie,2004,2013,156,8.4,David Fincher,Canada,Hulu
Breaking Bad 6,Action,TV Show,1994,1995,70,8.3,Denis Villeneuve,India,Netflix
The Godfather 5,Fantasy,Movie,1971,2016,117,5.5,Quentin Tarantino,Canada,Apple TV+
Interstellar 1,Action,Movie,2015,2024,103,8,Christopher Nolan,South Korea,Amazon Prime
Black Mirror 6,Mystery,Movie,1978,2015,166,9.1,Francis Ford Coppola,Canada,Netflix
Black Mirror 4,Action,TV Show,1997,2003,70,7.5,Christopher Nolan,Japan,Amazon Prime
Pulp Fiction 2,Horror,Movie,1975,1975,114,7.2,Francis Ford Coppola,Canada,Amazon Prime
Titanic 1,Thriller,Movie,1982,2011,154,4.6,Ridley Scott,Australia,Hulu
Interstellar 7,Horror,TV Show,2020,2024,70,5,David Fincher,USA,Disney+
Inception 8,Crime,Movie,2016,2022,124,4.1,Denis Villeneuve,UK,Hulu
Game of Thrones 3,Drama,TV Show,1983,2005,40,6.5,J.J. Abrams,UK,Netflix
The Boys 7,Sci-Fi,TV Show,1977,2022,10,9.1,Ridley Scott,Canada,HBO Max
Black Mirror 8,Comedy,TV Show,2018,2022,50,5.5,James Cameron,South Korea,Amazon Prime
Sherlock 9,Thriller,TV Show,1989,1992,60,8.7,Steven Spielberg,Japan,HBO Max
Squid Game 4,Horror,TV Show,1985,2018,30,7.6,Denis Villeneuve,India,Netflix
House of Cards 2,Romance,TV Show,1989,2000,50,8.4,Martin Scorsese,South Korea,Apple TV+
Inception 10,Sci-Fi,TV Show,2006,2014,30,4.3,Steven Spielberg,Australia,Amazon Prime
Black Mirror 8,Drama,Movie,1975,2001,108,7.4,J.J. Abrams,Germany,Amazon Prime
Gladiator 5,Drama,TV Show,2003,2014,10,6.3,Francis Ford Coppola,Canada,Apple TV+
Westworld 3,Crime,TV Show,1991,2001,20,4.6,Quentin Tarantino,South Korea,Amazon Prime
Friends 4,Crime,Movie,2000,2003,136,9.1,James Cameron,UK,HBO Max
Money Heist 2,Comedy,TV Show,2016,2017,60,4.7,Ridley Scott,South Korea,HBO Max
Avengers: Endgame 5,Drama,TV Show,2003,2003,50,8.3,Christopher Nolan,Australia,Disney+
The Godfather 5,Action,TV Show,2017,2020,80,4,Ridley Scott,Spain,Apple TV+
Gladiator 3,Horror,TV Show,1996,2019,70,9.1,David Fincher,France,HBO Max
Interstellar 2,Comedy,TV Show,2019,2021,20,4.9,Francis Ford Coppola,Germany,Netflix
Chernobyl 4,Drama,Movie,1980,2022,114,5.6,Denis Villeneuve,Australia,HBO Max
Sherlock 5,Romance,TV Show,2017,2017,50,8.9,Quentin Tarantino,USA,Amazon Prime
Stranger Things 1,Fantasy,TV Show,1983,2013,80,4,Denis Villeneuve,Germany,HBO Max
Friends 7,Sci-Fi,Movie,1988,2021,61,6.3,Francis Ford Coppola,India,Hulu
The Boys 3,Crime,TV Show,2004,2006,100,7.1,Martin Scorsese,Australia,Amazon Prime
Black Mirror 4,Thriller,TV Show,2002,2014,90,8.9,Martin Scorsese,Canada,Netflix
The Office 4,Fantasy,Movie,2007,2012,175,5.4,Quentin Tarantino,Germany,HBO Max
Breaking Bad 3,Mystery,TV Show,1981,2006,50,9.3,Christopher Nolan,Australia,Netflix
The Crown 9,Thriller,TV Show,2011,2014,20,8.2,Denis Villeneuve,France,Netflix
Interstellar 7,Action,Movie,2008,2017,93,4,Christopher Nolan,Germany,Amazon Prime
Fight Club 9,Mystery,TV Show,1988,2017,100,7.1,James Cameron,France,Apple TV+
Friends 6,Thriller,TV Show,2002,2011,100,4.1,James Cameron,Germany,HBO Max
Titanic 8,Crime,Movie,2008,2009,116,6.3,Ridley Scott,Germany,Disney+
Game of Thrones 5,Sci-Fi,TV Show,2014,2014,20,9.4,Denis Villeneuve,UK,HBO Max
Money Heist 3,Action,TV Show,1990,2015,80,6,Ridley Scott,France,Apple TV+
Narcos 4,Thriller,TV Show,1989,2001,90,4.3,Steven Spielberg,France,Hulu
Stranger Things 8,Fantasy,Movie,2017,2024,173,6.2,Denis Villeneuve,Australia,Netflix
Fight Club 2,Romance,TV Show,2001,2004,40,7.7,Quentin Tarantino,South Korea,Disney+
Westworld 9,Horror,TV Show,1972,1974,100,8.5,Quentin Tarantino,Japan,Apple TV+
Money Heist 2,Drama,TV Show,2021,2024,60,9.5,Martin Scorsese,India,Apple TV+
Breaking Bad 9,Sci-Fi,Movie,1983,2018,166,8.5,Denis Villeneuve,UK,Hulu
The Mandalorian 4,Crime,Movie,1974,1987,114,6.9,Martin Scorsese,Australia,HBO Max
Money Heist 9,Drama,Movie,2004,2021,167,7.7,Quentin Tarantino,Germany,Amazon Prime
House of Cards 7,Drama,Movie,2016,2016,170,8.5,Ridley Scott,Japan,Apple TV+
Stranger Things 6,Action,TV Show,1982,1988,50,8.1,David Fincher,UK,Netflix
Avengers: Endgame 9,Comedy,TV Show,2015,2019,10,7,Quentin Tarantino,USA,Apple TV+
Interstellar 1,Crime,TV Show,2012,2020,30,9.1,James Cameron,Canada,Amazon Prime
Black Mirror 7,Crime,TV Show,1993,2009,70,4.4,James Cameron,Spain,Apple TV+
Sherlock 5,Drama,TV Show,2000,2007,30,7.7,Ridley Scott,Japan,Netflix
Inception 8,Action,Movie,1977,1990,70,9.1,J.J. Abrams,UK,Netflix
Narcos 10,Mystery,Movie,1983,2000,64,6.8,James Cameron,UK,Amazon Prime
